Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
1995-96,1996-04-03T00:00:00Z,Leeds,Southampton,1,0,H,0,0,D
1995-96,1996-04-03T00:00:00Z,Liverpool,Newcastle,4,3,H,1,2,A
1995-96,1996-04-05T00:00:00Z,Middlesbrough,Sheffield Weds,3,1,H,0,0,D
1995-96,1996-04-06T00:00:00Z,Arsenal,Leeds,2,1,H,1,0,H
1995-96,1996-04-06T00:00:00Z,Chelsea,Aston Villa,1,2,A,1,1,D
1995-96,1996-04-06T00:00:00Z,Coventry,Liverpool,1,0,H,1,0,H
1995-96,1996-04-06T00:00:00Z,Everton,Bolton,3,0,H,1,0,H
1995-96,1996-04-06T00:00:00Z,Man City,Man United,2,3,A,1,2,A
1995-96,1996-04-06T00:00:00Z,Newcastle,QPR,2,1,H,0,0,D
1995-96,1996-04-06T00:00:00Z,Nott'm Forest,Tottenham,2,1,H,1,0,H
1995-96,1996-04-06T00:00:00Z,Southampton,Blackburn,1,0,H,0,0,D
1995-96,1996-04-06T00:00:00Z,West Ham,Wimbledon,1,1,D,1,1,D
1995-96,1996-04-08T00:00:00Z,Aston Villa,Southampton,3,0,H,0,0,D
1995-96,1996-04-08T00:00:00Z,Blackburn,Newcastle,2,1,H,0,0,D
1995-96,1996-04-08T00:00:00Z,Bolton,Chelsea,2,1,H,2,1,H
1995-96,1996-04-08T00:00:00Z,Leeds,Nott'm Forest,1,3,A,1,2,A
1995-96,1996-04-08T00:00:00Z,Liverpool,West Ham,2,0,H,2,0,H
1995-96,1996-04-08T00:00:00Z,Man United,Coventry,1,0,H,0,0,D
1995-96,1996-04-08T00:00:00Z,QPR,Everton,3,1,H,2,0,H
1995-96,1996-04-08T00:00:00Z,Sheffield Weds,Arsenal,1,0,H,0,0,D
1995-96,1996-04-08T00:00:00Z,Tottenham,Middlesbrough,1,1,D,0,0,D
1995-96,1996-04-08T00:00:00Z,Wimbledon,Man City,3,0,H,1,0,H
1995-96,1996-04-13T00:00:00Z,Chelsea,Leeds,4,1,H,3,0,H
1995-96,1996-04-13T00:00:00Z,Coventry,QPR,1,0,H,0,0,D
1995-96,1996-04-13T00:00:00Z,Man City,Sheffield Weds,1,0,H,0,0,D
1995-96,1996-04-13T00:00:00Z,Middlesbrough,Wimbledon,1,2,A,1,1,D
1995-96,1996-04-13T00:00:00Z,Nott'm Forest,Blackburn,1,5,A,1,3,A
1995-96,1996-04-13T00:00:00Z,Southampton,Man United,3,1,H,3,0,H
1995-96,1996-04-13T00:00:00Z,West Ham,Bolton,1,0,H,1,0,H
1995-96,1996-04-14T00:00:00Z,Newcastle,Aston Villa,1,0,H,0,0,D
1995-96,1996-04-15T00:00:00Z,Arsenal,Tottenham,0,0,D,0,0,D
1995-96,1996-04-16T00:00:00Z,Everton,Liverpool,1,1,D,1,0,H
1995-96,1996-04-17T00:00:00Z,Aston Villa,West Ham,1,1,D,1,0,H
1995-96,1996-04-17T00:00:00Z,Blackburn,Wimbledon,3,2,H,1,1,D
1995-96,1996-04-17T00:00:00Z,Man United,Leeds,1,0,H,0,0,D
1995-96,1996-04-17T00:00:00Z,Newcastle,Southampton,1,0,H,1,0,H
1995-96,1996-04-17T00:00:00Z,Nott'm Forest,Coventry,0,0,D,0,0,D
1995-96,1996-04-17T00:00:00Z,Sheffield Weds,Chelsea,0,0,D,0,0,D
1995-96,1996-04-27T00:00:00Z,Aston Villa,Man City,0,1,A,0,0,D
1995-96,1996-04-27T00:00:00Z,Blackburn,Arsenal,1,1,D,1,0,H
1995-96,1996-04-27T00:00:00Z,Bolton,Southampton,0,1,A,0,1,A
1995-96,1996-04-27T00:00:00Z,Liverpool,Middlesbrough,1,0,H,0,0,D
1995-96,1996-04-27T00:00:00Z,QPR,West Ham,3,0,H,0,0,D
1995-96,1996-04-27T00:00:00Z,Sheffield Weds,Everton,2,5,A,1,3,A
1995-96,1996-04-27T00:00:00Z,Tottenham,Chelsea,1,1,D,0,1,A
1995-96,1996-04-27T00:00:00Z,Wimbledon,Coventry,0,2,A,0,0,D
1995-96,1996-04-28T00:00:00Z,Man United,Nott'm Forest,5,0,H,2,0,H
1995-96,1996-04-29T00:00:00Z,Leeds,Newcastle,0,1,A,0,1,A
1995-96,1996-05-01T00:00:00Z,Arsenal,Liverpool,0,0,D,0,0,D
1995-96,1996-05-02T00:00:00Z,Leeds,Tottenham,1,3,A,1,2,A
1995-96,1996-05-02T00:00:00Z,Nott'm Forest,Newcastle,1,1,D,0,1,A
1995-96,1996-05-04T00:00:00Z,Arsenal,Bolton,2,1,H,0,0,D
1995-96,1996-05-04T00:00:00Z,Chelsea,Blackburn,2,3,A,1,1,D
1995-96,1996-05-04T00:00:00Z,Coventry,Leeds,0,0,D,0,0,D
1995-96,1996-05-04T00:00:00Z,Everton,Aston Villa,1,0,H,0,0,D
1995-96,1996-05-04T00:00:00Z,Man City,Liverpool,2,2,D,0,2,A
1995-96,1996-05-04T00:00:00Z,Middlesbrough,Man United,0,3,A,0,1,A
1995-96,1996-05-04T00:00:00Z,Newcastle,Tottenham,1,1,D,0,0,D
1995-96,1996-05-04T00:00:00Z,Nott'm Forest,QPR,3,0,H,1,0,H
1995-96,1996-05-04T00:00:00Z,Southampton,Wimbledon,0,0,D,0,0,D
1995-96,1996-05-04T00:00:00Z,West Ham,Sheffield Weds,1,1,D,0,0,D
1996-97,1996-08-17T00:00:00Z,Arsenal,West Ham,2,0,H,2,0,H
1996-97,1996-08-17T00:00:00Z,Blackburn,Tottenham,0,2,A,0,1,A
1996-97,1996-08-17T00:00:00Z,Coventry,Nott'm Forest,0,3,A,0,2,A
1996-97,1996-08-17T00:00:00Z,Derby,Leeds,3,3,D,0,1,A
1996-97,1996-08-17T00:00:00Z,Everton,Newcastle,2,0,H,2,0,H
1996-97,1996-08-17T00:00:00Z,Middlesbrough,Liverpool,3,3,D,2,2,D
1996-97,1996-08-17T00:00:00Z,Sheffield Weds,Aston Villa,2,1,H,0,0,D
1996-97,1996-08-17T00:00:00Z,Sunderland,Leicester,0,0,D,0,0,D
1996-97,1996-08-17T00:00:00Z,Wimbledon,Man United,0,3,A,0,1,A
1996-97,1996-08-18T00:00:00Z,Southampton,Chelsea,0,0,D,0,0,D
1996-97,1996-08-19T00:00:00Z,Liverpool,Arsenal,2,0,H,0,0,D
1996-97,1996-08-20T00:00:00Z,Leeds,Sheffield Weds,0,2,A,0,1,A
1996-97,1996-08-21T00:00:00Z,Aston Villa,Blackburn,1,0,H,0,0,D
1996-97,1996-08-21T00:00:00Z,Chelsea,Middlesbrough,1,0,H,0,0,D
1996-97,1996-08-21T00:00:00Z,Leicester,Southampton,2,1,H,2,0,H
1996-97,1996-08-21T00:00:00Z,Man United,Everton,2,2,D,0,2,A
1996-97,1996-08-21T00:00:00Z,Newcastle,Wimbledon,2,0,H,1,0,H
1996-97,1996-08-21T00:00:00Z,Nott'm Forest,Sunderland,1,4,A,1,4,A
1996-97,1996-08-21T00:00:00Z,Tottenham,Derby,1,1,D,1,0,H
1996-97,1996-08-21T00:00:00Z,West Ham,Coventry,1,1,D,0,1,A
1996-97,1996-08-24T00:00:00Z,Aston Villa,Derby,2,0,H,1,0,H
1996-97,1996-08-24T00:00:00Z,Chelsea,Coventry,2,0,H,1,0,H
1996-97,1996-08-24T00:00:00Z,Leicester,Arsenal,0,2,A,0,1,A
1996-97,1996-08-24T00:00:00Z,Liverpool,Sunderland,0,0,D,0,0,D
1996-97,1996-08-24T00:00:00Z,Newcastle,Sheffield Weds,1,2,A,1,1,D
1996-97,1996-08-24T00:00:00Z,Nott'm Forest,Middlesbrough,1,1,D,0,0,D
1996-97,1996-08-24T00:00:00Z,Tottenham,Everton,0,0,D,0,0,D
1996-97,1996-08-24T00:00:00Z,West Ham,Southampton,2,1,H,0,1,A
1996-97,1996-08-25T00:00:00Z,Man United,Blackburn,2,2,D,1,1,D
1996-97,1996-08-26T00:00:00Z,Leeds,Wimbledon,1,0,H,0,0,D
1996-97,1996-09-02T00:00:00Z,Sheffield Weds,Leicester,2,1,H,1,1,D
1996-97,1996-09-04T00:00:00Z,Arsenal,Chelsea,3,3,D,1,2,A
1996-97,1996-09-04T00:00:00Z,Blackburn,Leeds,0,1,A,0,1,A
1996-97,1996-09-04T00:00:00Z,Coventry,Liverpool,0,1,A,0,0,D
1996-97,1996-09-04T00:00:00Z,Derby,Man United,1,1,D,1,1,D
1996-97,1996-09-04T00:00:00Z,Everton,Aston Villa,0,1,A,0,0,D
1996-97,1996-09-04T00:00:00Z,Middlesbrough,West Ham,4,1,H,2,0,H
1996-97,1996-09-04T00:00:00Z,Southampton,Nott'm Forest,2,2,D,0,2,A
1996-97,1996-09-04T00:00:00Z,Sunderland,Newcastle,1,2,A,1,0,H
1996-97,1996-09-04T00:00:00Z,Wimbledon,Tottenham,1,0,H,1,0,H
1996-97,1996-09-07T00:00:00Z,Aston Villa,Arsenal,2,2,D,1,0,H
1996-97,1996-09-07T00:00:00Z,Leeds,Man United,0,4,A,0,1,A
1996-97,1996-09-07T00:00:00Z,Liverpool,Southampton,2,1,H,1,0,H
1996-97,1996-09-07T00:00:00Z,Middlesbrough,Coventry,4,0,H,2,0,H
1996-97,1996-09-07T00:00:00Z,Nott'm Forest,Leicester,0,0,D,0,0,D
1996-97,1996-09-07T00:00:00Z,Sheffield Weds,Chelsea,0,2,A,0,1,A
1996-97,1996-09-07T00:00:00Z,Tottenham,Newcastle,1,2,A,1,1,D
1996-97,1996-09-07T00:00:00Z,Wimbledon,Everton,4,0,H,1,0,H
1996-97,1996-09-08T00:00:00Z,Sunderland,West Ham,0,0,D,0,0,D
1996-97,1996-09-09T00:00:00Z,Blackburn,Derby,1,2,A,1,1,D
1996-97,1996-09-14T00:00:00Z,Coventry,Leeds,2,1,H,0,1,A
1996-97,1996-09-14T00:00:00Z,Derby,Sunderland,1,0,H,0,0,D
1996-97,1996-09-14T00:00:00Z,Everton,Middlesbrough,1,2,A,1,0,H
1996-97,1996-09-14T00:00:00Z,Man United,Nott'm Forest,4,1,H,2,1,H
1996-97,1996-09-14T00:00:00Z,Newcastle,Blackburn,2,1,H,1,0,H
1996-97,1996-09-14T00:00:00Z,Southampton,Tottenham,0,1,A,0,0,D
1996-97,1996-09-14T00:00:00Z,West Ham,Wimbledon,0,2,A,0,0,D
1996-97,1996-09-15T00:00:00Z,Chelsea,Aston Villa,1,1,D,1,1,D
1996-97,1996-09-15T00:00:00Z,Leicester,Liverpool,0,3,A,0,0,D
1996-97,1996-09-16T00:00:00Z,Arsenal,Sheffield Weds,4,1,H,0,1,A
1996-97,1996-09-21T00:00:00Z,Aston Villa,Man United,0,0,D,0,0,D
1996-97,1996-09-21T00:00:00Z,Blackburn,Everton,1,1,D,1,1,D
1996-97,1996-09-21T00:00:00Z,Leeds,Newcastle,0,1,A,0,0,D
1996-97,1996-09-21T00:00:00Z,Liverpool,Chelsea,5,1,H,3,0,H
1996-97,1996-09-21T00:00:00Z,Middlesbrough,Arsenal,0,2,A,0,2,A
1996-97,1996-09-21T00:00:00Z,Nott'm Forest,West Ham,0,2,A,0,1,A
1996-97,1996-09-21T00:00:00Z,Sheffield Weds,Derby,0,0,D,0,0,D
1996-97,1996-09-21T00:00:00Z,Sunderland,Coventry,1,0,H,0,0,D
1996-97,1996-09-22T00:00:00Z,Tottenham,Leicester,1,2,A,0,1,A
1996-97,1996-09-23T00:00:00Z,Wimbledon,Southampton,3,1,H,2,0,H
1996-97,1996-09-28T00:00:00Z,Arsenal,Sunderland,2,0,H,0,0,D
1996-97,1996-09-28T00:00:00Z,Chelsea,Nott'm Forest,1,1,D,0,0,D
1996-97,1996-09-28T00:00:00Z,Coventry,Blackburn,0,0,D,0,0,D
1996-97,1996-09-28T00:00:00Z,Derby,Wimbledon,0,2,A,0,0,D
1996-97,1996-09-28T00:00:00Z,Everton,Sheffield Weds,2,0,H,1,0,H
1996-97,1996-09-28T00:00:00Z,Leicester,Leeds,1,0,H,0,0,D
1996-97,1996-09-28T00:00:00Z,Southampton,Middlesbrough,4,0,H,2,0,H
1996-97,1996-09-29T00:00:00Z,Man United,Tottenham,2,0,H,1,0,H
1996-97,1996-09-29T00:00:00Z,West Ham,Liverpool,1,2,A,1,1,D
1996-97,1996-09-30T00:00:00Z,Newcastle,Aston Villa,4,3,H,3,1,H
1996-97,1996-10-12T00:00:00Z,Blackburn,Arsenal,0,2,A,0,1,A
1996-97,1996-10-12T00:00:00Z,Derby,Newcastle,0,1,A,0,0,D
1996-97,1996-10-12T00:00:00Z,Everton,West Ham,2,1,H,1,0,H
1996-97,1996-10-12T00:00:00Z,Leeds,Nott'm Forest,2,0,H,0,0,D
1996-97,1996-10-12T00:00:00Z,Leicester,Chelsea,1,3,A,1,0,H
1996-97,1996-10-12T00:00:00Z,Man United,Liverpool,1,0,H,1,0,H
1996-97,1996-10-12T00:00:00Z,Tottenham,Aston Villa,1,0,H,0,0,D
1996-97,1996-10-12T00:00:00Z,Wimbledon,Sheffield Weds,4,2,H,2,1,H
1996-97,1996-10-13T00:00:00Z,Coventry,Southampton,1,1,D,0,1,A
1996-97,1996-10-14T00:00:00Z,Sunderland,Middlesbrough,2,2,D,1,1,D
1996-97,1996-10-19T00:00:00Z,Arsenal,Coventry,0,0,D,0,0,D
1996-97,1996-10-19T00:00:00Z,Aston Villa,Leeds,2,0,H,0,0,D
1996-97,1996-10-19T00:00:00Z,Chelsea,Wimbledon,2,4,A,1,2,A
1996-97,1996-10-19T00:00:00Z,Middlesbrough,Tottenham,0,3,A,0,2,A
1996-97,1996-10-19T00:00:00Z,Nott'm Forest,Derby,1,1,D,1,0,H
1996-97,1996-10-19T00:00:00Z,Sheffield Weds,Blackburn,1,1,D,1,0,H
1996-97,1996-10-19T00:00:00Z,Southampton,Sunderland,3,0,H,1,0,H
1996-97,1996-10-19T00:00:00Z,West Ham,Leicester,1,0,H,0,0,D
1996-97,1996-10-20T00:00:00Z,Newcastle,Man United,5,0,H,2,0,H
1996-97,1996-10-26T00:00:00Z,Arsenal,Leeds,3,0,H,2,0,H
1996-97,1996-10-26T00:00:00Z,Chelsea,Tottenham,3,1,H,1,1,D
1996-97,1996-10-26T00:00:00Z,Coventry,Sheffield Weds,0,0,D,0,0,D
1996-97,1996-10-26T00:00:00Z,Leicester,Newcastle,2,0,H,1,0,H
1996-97,1996-10-26T00:00:00Z,Middlesbrough,Wimbledon,0,0,D,0,0,D
1996-97,1996-10-26T00:00:00Z,Southampton,Man United,6,3,H,3,1,H
1996-97,1996-10-26T00:00:00Z,Sunderland,Aston Villa,1,0,H,1,0,H
1996-97,1996-10-26T00:00:00Z,West Ham,Blackburn,2,1,H,0,1,A
1996-97,1996-10-27T00:00:00Z,Liverpool,Derby,2,1,H,0,0,D
1996-97,1996-10-28T00:00:00Z,Nott'm Forest,Everton,0,1,A,0,1,A
1996-97,1996-11-02T00:00:00Z,Aston Villa,Nott'm Forest,2,0,H,1,0,H
1996-97,1996-11-02T00:00:00Z,Derby,Leicester,2,0,H,0,0,D
1996-97,1996-11-02T00:00:00Z,Leeds,Sunderland,3,0,H,1,0,H
1996-97,1996-11-02T00:00:00Z,Man United,Chelsea,1,2,A,0,1,A
1996-97,1996-11-02T00:00:00Z,Sheffield Weds,Southampton,1,1,D,1,0,H
1996-97,1996-11-02T00:00:00Z,Tottenham,West Ham,1,0,H,0,0,D
1996-97,1996-11-02T00:00:00Z,Wimbledon,Arsenal,2,2,D,1,1,D
1996-97,1996-11-03T00:00:00Z,Blackburn,Liverpool,3,0,H,2,0,H
1996-97,1996-11-03T00:00:00Z,Newcastle,Middlesbrough,3,1,H,1,0,H
1996-97,1996-11-04T00:00:00Z,Everton,Coventry,1,1,D,1,0,H
1996-97,1996-11-16T00:00:00Z,Aston Villa,Leicester,1,3,A,1,2,A
1996-97,1996-11-16T00:00:00Z,Blackburn,Chelsea,1,1,D,0,0,D
1996-97,1996-11-16T00:00:00Z,Everton,Southampton,7,1,H,5,1,H
1996-97,1996-11-16T00:00:00Z,Leeds,Liverpool,0,2,A,0,1,A
1996-97,1996-11-16T00:00:00Z,Man United,Arsenal,1,0,H,0,0,D
1996-97,1996-11-16T00:00:00Z,Newcastle,West Ham,1,1,D,0,1,A
1996-97,1996-11-16T00:00:00Z,Tottenham,Sunderland,2,0,H,1,0,H
1996-97,1996-11-16T00:00:00Z,Wimbledon,Coventry,2,2,D,1,0,H
1996-97,1996-11-17T00:00:00Z,Derby,Middlesbrough,2,1,H,1,0,H
1996-97,1996-11-18T00:00:00Z,Sheffield Weds,Nott'm Forest,2,0,H,0,0,D
1996-97,1996-11-20T00:00:00Z,Liverpool,Everton,1,1,D,1,0,H
1996-97,1996-11-23T00:00:00Z,Chelsea,Newcastle,1,1,D,1,1,D
1996-97,1996-11-23T00:00:00Z,Coventry,Aston Villa,1,2,A,0,1,A
1996-97,1996-11-23T00:00:00Z,Leicester,Everton,1,2,A,0,1,A
1996-97,1996-11-23T00:00:00Z,Liverpool,Wimbledon,1,1,D,1,0,H
1996-97,1996-11-23T00:00:00Z,Middlesbrough,Man United,2,2,D,1,1,D
1996-97,1996-11-23T00:00:00Z,Southampton,Leeds,0,2,A,0,0,D
1996-97,1996-11-23T00:00:00Z,Sunderland,Sheffield Weds,1,1,D,0,0,D
1996-97,1996-11-23T00:00:00Z,West Ham,Derby,1,1,D,1,1,D
1996-97,1996-11-24T00:00:00Z,Arsenal,Tottenham,3,1,H,1,0,H
1996-97,1996-11-25T00:00:00Z,Nott'm Forest,Blackburn,2,2,D,1,0,H
1996-97,1996-11-30T00:00:00Z,Aston Villa,Middlesbrough,1,0,H,1,0,H
1996-97,1996-11-30T00:00:00Z,Blackburn,Southampton,2,1,H,1,0,H
1996-97,1996-11-30T00:00:00Z,Derby,Coventry,2,1,H,1,1,D
1996-97,1996-11-30T00:00:00Z,Everton,Sunderland,1,3,A,0,0,D
1996-97,1996-11-30T00:00:00Z,Man United,Leicester,3,1,H,0,0,D
1996-97,1996-11-30T00:00:00Z,Newcastle,Arsenal,1,2,A,1,1,D
1996-97,1996-11-30T00:00:00Z,Sheffield Weds,West Ham,0,0,D,0,0,D
1996-97,1996-11-30T00:00:00Z,Wimbledon,Nott'm Forest,1,0,H,1,0,H
1996-97,1996-12-01T00:00:00Z,Leeds,Chelsea,2,0,H,2,0,H
1996-97,1996-12-02T00:00:00Z,Tottenham,Liverpool,0,2,A,0,1,A
1996-97,1996-12-03T00:00:00Z,Middlesbrough,Leicester,0,2,A,0,1,A
1996-97,1996-12-04T00:00:00Z,Arsenal,Southampton,3,1,H,1,0,H
1996-97,1996-12-04T00:00:00Z,West Ham,Aston Villa,0,2,A,0,1,A
1996-97,1996-12-07T00:00:00Z,Arsenal,Derby,2,2,D,1,0,H
1996-97,1996-12-07T00:00:00Z,Chelsea,Everton,2,2,D,1,2,A
1996-97,1996-12-07T00:00:00Z,Coventry,Tottenham,1,2,A,0,1,A
1996-97,1996-12-07T00:00:00Z,Leicester,Blackburn,1,1,D,0,1,A
1996-97,1996-12-07T00:00:00Z,Liverpool,Sheffield Weds,0,1,A,0,1,A
1996-97,1996-12-07T00:00:00Z,Middlesbrough,Leeds,0,0,D,0,0,D
1996-97,1996-12-07T00:00:00Z,Southampton,Aston Villa,0,1,A,0,1,A
1996-97,1996-12-07T00:00:00Z,Sunderland,Wimbledon,1,3,A,0,2,A
1996-97,1996-12-08T00:00:00Z,West Ham,Man United,2,2,D,0,0,D
1996-97,1996-12-09T00:00:00Z,Nott'm Forest,Newcastle,0,0,D,0,0,D
1996-97,1996-12-14T00:00:00Z,Leeds,Tottenham,0,0,D,0,0,D
1996-97,1996-12-14T00:00:00Z,Liverpool,Middlesbrough,5,1,H,3,0,H
1996-97,1996-12-14T00:00:00Z,Wimbledon,Blackburn,1,0,H,0,0,D
1996-97,1996-12-15T00:00:00Z,Sunderland,Chelsea,3,0,H,1,0,H
1996-97,1996-12-16T00:00:00Z,Derby,Everton,0,1,A,0,0,D
1996-97,1996-12-17T00:00:00Z,Coventry,Newcastle,2,1,H,2,0,H
1996-97,1996-12-17T00:00:00Z,Liverpool,Nott'm Forest,4,2,H,2,1,H
1996-97,1996-12-18T00:00:00Z,Sheffield Weds,Man United,1,1,D,0,0,D
1996-97,1996-12-21T00:00:00Z,Chelsea,West Ham,3,1,H,3,1,H
1996-97,1996-12-21T00:00:00Z,Everton,Leeds,0,0,D,0,0,D
1996-97,1996-12-21T00:00:00Z,Leicester,Coventry,0,2,A,0,1,A
1996-97,1996-12-21T00:00:00Z,Man United,Sunderland,5,0,H,2,0,H
1996-97,1996-12-21T00:00:00Z,Nott'm Forest,Arsenal,2,1,H,0,0,D
1996-97,1996-12-21T00:00:00Z,Southampton,Derby,3,1,H,2,1,H
1996-97,1996-12-21T00:00:00Z,Tottenham,Sheffield Weds,1,1,D,1,1,D
1996-97,1996-12-22T00:00:00Z,Aston Villa,Wimbledon,5,0,H,2,0,H
1996-97,1996-12-23T00:00:00Z,Newcastle,Liverpool,1,1,D,1,1,D
1996-97,1996-12-26T00:00:00Z,Aston Villa,Chelsea,0,2,A,0,0,D
1996-97,1996-12-26T00:00:00Z,Blackburn,Newcastle,1,0,H,0,0,D
1996-97,1996-12-26T00:00:00Z,Leeds,Coventry,1,3,A,1,3,A
1996-97,1996-12-26T00:00:00Z,Liverpool,Leicester,1,1,D,0,0,D
1996-97,1996-12-26T00:00:00Z,Middlesbrough,Everton,4,2,H,2,2,D
1996-97,1996-12-26T00:00:00Z,Nott'm Forest,Man United,0,4,A,0,2,A
1996-97,1996-12-26T00:00:00Z,Sheffield Weds,Arsenal,0,0,D,0,0,D
1996-97,1996-12-26T00:00:00Z,Sunderland,Derby,2,0,H,0,0,D
1996-97,1996-12-26T00:00:00Z,Tottenham,Southampton,3,1,H,2,1,H
1996-97,1996-12-28T00:00:00Z,Arsenal,Aston Villa,2,2,D,1,0,H
1996-97,1996-12-28T00:00:00Z,Chelsea,Sheffield Weds,2,2,D,2,1,H
1996-97,1996-12-28T00:00:00Z,Coventry,Middlesbrough,3,0,H,1,0,H
1996-97,1996-12-28T00:00:00Z,Derby,Blackburn,0,0,D,0,0,D
1996-97,1996-12-28T00:00:00Z,Everton,Wimbledon,1,3,A,1,0,H
1996-97,1996-12-28T00:00:00Z,Leicester,Nott'm Forest,2,2,D,1,1,D
1996-97,1996-12-28T00:00:00Z,Man United,Leeds,1,0,H,1,0,H
1996-97,1996-12-28T00:00:00Z,Newcastle,Tottenham,7,1,H,2,0,H
1996-97,1996-12-28T00:00:00Z,West Ham,Sunderland,2,0,H,1,0,H
1996-97,1996-12-29T00:00:00Z,Southampton,Liverpool,0,1,A,0,0,D
1996-97,1997-01-01T00:00:00Z,Arsenal,Middlesbrough,2,0,H,2,0,H
1996-97,1997-01-01T00:00:00Z,Chelsea,Liverpool,1,0,H,1,0,H
1996-97,1997-01-01T00:00:00Z,Coventry,Sunderland,2,2,D,2,2,D
1996-97,1997-01-01T00:00:00Z,Everton,Blackburn,0,2,A,0,2,A
1996-97,1997-01-01T00:00:00Z,Man United,Aston Villa,0,0,D,0,0,D
1996-97,1997-01-01T00:00:00Z,Newcastle,Leeds,3,0,H,1,0,H
1996-97,1997-01-01T00:00:00Z,West Ham,Nott'm Forest,0,1,A,0,1,A
1996-97,1997-01-11T00:00:00Z,Aston Villa,Newcastle,2,2,D,1,2,A
1996-97,1997-01-11T00:00:00Z,Blackburn,Coventry,4,0,H,3,0,H
1996-97,1997-01-11T00:00:00Z,Leeds,Leicester,3,0,H,2,0,H
1996-97,1997-01-11T00:00:00Z,Liverpool,West Ham,0,0,D,0,0,D
1996-97,1997-01-11T00:00:00Z,Middlesbrough,Southampton,0,1,A,0,0,D
1996-97,1997-01-11T00:00:00Z,Nott'm Forest,Chelsea,2,0,H,1,0,H
1996-97,1997-01-11T00:00:00Z,Sheffield Weds,Everton,2,1,H,1,0,H
1996-97,1997-01-11T00:00:00Z,Sunderland,Arsenal,1,0,H,0,0,D
1996-97,1997-01-11T00:00:00Z,Wimbledon,Derby,1,1,D,0,0,D
1996-97,1997-01-12T00:00:00Z,Tottenham,Man United,1,2,A,1,1,D
1996-97,1997-01-18T00:00:00Z,Chelsea,Derby,3,1,H,2,1,H
1996-97,1997-01-18T00:00:00Z,Coventry,Man United,0,2,A,0,0,D
1996-97,1997-01-18T00:00:00Z,Leicester,Wimbledon,1,0,H,0,0,D
1996-97,1997-01-18T00:00:00Z,Liverpool,Aston Villa,3,0,H,0,0,D
1996-97,1997-01-18T00:00:00Z,Middlesbrough,Sheffield Weds,4,2,H,2,1,H
1996-97,1997-01-18T00:00:00Z,Southampton,Newcastle,2,2,D,0,1,A
1996-97,1997-01-18T00:00:00Z,Sunderland,Blackburn,0,0,D,0,0,D
1996-97,1997-01-19T00:00:00Z,Arsenal,Everton,3,1,H,0,0,D
1996-97,1997-01-19T00:00:00Z,Nott'm Forest,Tottenham,2,1,H,0,1,A
1996-97,1997-01-20T00:00:00Z,West Ham,Leeds,0,2,A,0,0,D
1996-97,1997-01-29T00:00:00Z,Aston Villa,Sheffield Weds,0,1,A,0,0,D
1996-97,1997-01-29T00:00:00Z,Leeds,Derby,0,0,D,0,0,D
1996-97,1997-01-29T00:00:00Z,Leicester,Sunderland,1,1,D,1,1,D
1996-97,1997-01-29T00:00:00Z,Man United,Wimbledon,2,1,H,0,0,D
1996-97,1997-01-29T00:00:00Z,Newcastle,Everton,4,1,H,0,1,A
1996-97,1997-01-29T00:00:00Z,Nott'm Forest,Coventry,0,1,A,0,0,D
1996-97,1997-01-29T00:00:00Z,Tottenham,Blackburn,2,1,H,1,0,H
1996-97,1997-01-29T00:00:00Z,West Ham,Arsenal,1,2,A,0,1,A
1996-97,1997-02-01T00:00:00Z,Aston Villa,Sunderland,1,0,H,1,0,H
1996-97,1997-02-01T00:00:00Z,Blackburn,West Ham,2,1,H,2,0,H
1996-97,1997-02-01T00:00:00Z,Derby,Liverpool,0,1,A,0,0,D
1996-97,1997-02-01T00:00:00Z,Everton,Nott'm Forest,2,0,H,0,0,D
1996-97,1997-02-01T00:00:00Z,Leeds,Arsenal,0,0,D,0,0,D
1996-97,1997-02-01T00:00:00Z,Man United,Southampton,2,1,H,1,1,D
1996-97,1997-02-01T00:00:00Z,Sheffield Weds,Coventry,0,0,D,0,0,D
1996-97,1997-02-01T00:00:00Z,Tottenham,Chelsea,1,2,A,0,1,A
1996-97,1997-02-01T00:00:00Z,Wimbledon,Middlesbrough,1,1,D,1,0,H
1996-97,1997-02-02T00:00:00Z,Newcastle,Leicester,4,3,H,1,0,H
1996-97,1997-02-15T00:00:00Z,Derby,West Ham,1,0,H,0,0,D
1996-97,1997-02-15T00:00:00Z,Tottenham,Arsenal,0,0,D,0,0,D
1996-97,1997-02-19T00:00:00Z,Arsenal,Man United,1,2,A,0,2,A
1996-97,1997-02-19T00:00:00Z,Aston Villa,Coventry,2,1,H,1,0,H
1996-97,1997-02-19T00:00:00Z,Derby,Sheffield Weds,2,2,D,1,1,D
1996-97,1997-02-19T00:00:00Z,Liverpool,Leeds,4,0,H,3,0,H
1996-97,1997-02-22T00:00:00Z,Chelsea,Man United,1,1,D,1,0,H
1996-97,1997-02-22T00:00:00Z,Coventry,Everton,0,0,D,0,0,D
1996-97,1997-02-22T00:00:00Z,Leicester,Derby,4,2,H,3,1,H
1996-97,1997-02-22T00:00:00Z,Liverpool,Blackburn,0,0,D,0,0,D
1996-97,1997-02-22T00:00:00Z,Middlesbrough,Newcastle,0,1,A,0,1,A
1996-97,1997-02-22T00:00:00Z,Nott'm Forest,Aston Villa,0,0,D,0,0,D
1996-97,1997-02-22T00:00:00Z,Southampton,Sheffield Weds,2,3,A,2,0,H
